Type,DeploymentId,Timestamp,PullRequests
Success,e08a999a-96a5-49a2-8029-c340cb36bcc4,2024-02-23T14:28:46.702019Z,"[{'MergedAt': '2024-02-23T14:09:29Z', 'CreatedAt': '2024-02-23T14:07:22Z', 'AuthorUsername': 'D41224645', 'AuthorName': 'D41224645', 'Description': '', 'Title': 'Update LeadPETriggerService.cls', 'PullRequestNumber': 2174, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2174'}]"
Success,ae82a2a0-255e-4f98-9ab9-d8110d0a76f7,2024-02-23T14:18:00.3323Z,"[{'MergedAt': '2024-02-23T13:57:14Z', 'CreatedAt': '2024-02-23T13:10:44Z', 'AuthorUsername': 'D41272462', 'AuthorName': 'D41272462', 'Description': '', 'Title': 'Object permission', 'PullRequestNumber': 2173, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2173'}]"
Success,1a6da74e-14dc-4287-ba84-f72278dc0115,2024-02-23T14:07:08.121005Z,"[{'MergedAt': '2024-02-23T13:56:43Z', 'CreatedAt': '2024-02-23T12:42:31Z', 'AuthorUsername': 'D41272462', 'AuthorName': 'D41272462', 'Description': '', 'Title': '120208 23/2', 'PullRequestNumber': 2171, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2171'}]"
Success,d35e377a-e137-4361-a56f-7f5f7bf8a6f7,2024-02-23T13:39:11.652209Z,"[{'MergedAt': '2024-02-23T13:27:27Z', 'CreatedAt': '2024-02-23T12:55:28Z', 'AuthorUsername': 'D41224645', 'AuthorName': 'D41224645', 'Description': '', 'Title': 'Bug 208941', 'PullRequestNumber': 2172, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2172'}]"
Success,7e2e9578-48c3-452e-8ccd-8bb0fee01652,2024-02-23T11:43:10.643014Z,"[{'MergedAt': '2024-02-23T11:32:12Z', 'CreatedAt': '2024-02-23T11:29:31Z', 'AuthorUsername': 'D41279720', 'AuthorName': 'D41279720', 'Description': '221614--Mismatch-in-CU-National-SupportStaff-Custom-Std-Tabs', 'Title': '221614  Mismatch in CU National SupportStaff Custom Std Tabs', 'PullRequestNumber': 2169, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2169'}]"
Failure,4e0b6282-be3d-4ca1-93d8-eb96c694a8c2,2024-02-23T09:39:08.10811Z,"[{'MergedAt': '2024-02-23T09:27:29Z', 'CreatedAt': '2024-02-23T08:05:21Z', 'AuthorUsername': 'D41279721', 'AuthorName': 'D41279721', 'Description': '', 'Title': '223047_Mismatch', 'PullRequestNumber': 2168, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2168'}]"
Failure,de872d52-37c9-4430-aa14-033af1054fb7,2024-02-23T09:03:09.99372Z,"[{'MergedAt': '2024-02-23T08:52:10Z', 'CreatedAt': '2024-02-23T07:57:59Z', 'AuthorUsername': 'D41272462', 'AuthorName': 'D41272462', 'Description': '', 'Title': 'Test class fix', 'PullRequestNumber': 2167, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2167'}]"
Success,b4a95e44-ef53-44cb-a06e-4632846e80c7,2024-02-23T07:29:02.501341Z,"[{'MergedAt': '2024-02-23T06:47:27Z', 'CreatedAt': '2024-02-23T00:27:11Z', 'AuthorUsername': 'D41227253', 'AuthorName': 'D41227253', 'Description': 'Account_Events_Controller_Test\r\nPracticumHelperTests', 'Title': 'Test class fixes', 'PullRequestNumber': 2165, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2165'}]"
Success,44a69ac4-8a0c-477a-8941-03f9e941e016,2024-02-22T22:54:09.008042Z,"[{'MergedAt': '2024-02-22T22:39:01Z', 'CreatedAt': '2024-02-22T22:38:01Z', 'AuthorUsername': 'D41266492', 'AuthorName': 'D41266492', 'Description': 'Azure DevOps work items: [AdtalemGlobalEducation/PROD-249391](https://dev.azure.com/AdtalemGlobalEducation/PROD/_workitems/edit/249391/)  \nApex Class Permission on brand profile\n\n| Difference type | Metadata type | Name |\n| ------------- | ------------- | ------------- |\n| No difference | Profile | CU Enrollment Specialist |\n| New | Apex class permissions | Permissions for BrandProfileTasksHandlerCmpCtrl |\n\n\n[AB#249391](https://dev.azure.com/AdtalemGlobalEducation/7102b53c-9408-44a3-b99c-9708d6c32d31/_workitems/edit/249391)', 'Title': 'D249391 VP', 'PullRequestNumber': 2164, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2164'}]"
Failure,b15b2938-c343-4946-b7aa-a1135faddb7d,2024-02-22T22:25:34.531504Z,"[{'MergedAt': '2024-02-22T22:14:22Z', 'CreatedAt': '2024-02-22T21:11:57Z', 'AuthorUsername': 'D41244165', 'AuthorName': 'D41244165', 'Description': 'Azure DevOps work items: [AdtalemGlobalEducation/PROD-249776](https://dev.azure.com/AdtalemGlobalEducation/PROD/_workitems/edit/249776/)  \nAZ 249776 Tracking\n\n| Difference type | Metadata type | Name |\n| ------------- | ------------- | ------------- |\n| No difference | Custom object | dvtap__Observation |\n| No difference (included by problem analyzer) | Custom object | dvtap__Observation |\n| Different | Custom field | dvtap__Observation__c.dvtap__Category |\n| Different | Custom field | dvtap__Observation__c.dvtap__Subcategory |\n\n\n[AB#249776](https://dev.azure.com/AdtalemGlobalEducation/7102b53c-9408-44a3-b99c-9708d6c32d31/_workitems/edit/249776)', 'Title': 'AZ 249776 Tracking', 'PullRequestNumber': 2160, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2160'}]"
Failure,4575bb07-c3b8-482f-8a4e-2badc7504d1c,2024-02-22T21:59:14.475742Z,"[{'MergedAt': '2024-02-22T21:41:15Z', 'CreatedAt': '2024-02-22T21:39:43Z', 'AuthorUsername': 'D41188735', 'AuthorName': 'D41188735', 'Description': '249679- Fix', 'Title': '249679 rsubburaj', 'PullRequestNumber': 2163, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2163'}]"
Failure,946ec0b1-8274-465d-b4a5-ffbbbfe10922,2024-02-22T21:48:44.233436Z,"[{'MergedAt': '2024-02-22T21:36:50Z', 'CreatedAt': '2024-02-22T21:28:59Z', 'AuthorUsername': 'D41266490', 'AuthorName': 'D41266490', 'Description': 'Azure DevOps work items: [AdtalemGlobalEducation/PROD-239242](https://dev.azure.com/AdtalemGlobalEducation/PROD/_workitems/edit/239242/)  \n\n\n| Difference type | Metadata type | Name |\n| ------------- | ------------- | ------------- |\n| No difference | Custom object | Opportunity |\n| Different | Custom field | Opportunity.Type |\n| Different (custom selection) | Record type | Opportunity.UK_Opportunity |\n\n\n[AB#239242](https://dev.azure.com/AdtalemGlobalEducation/7102b53c-9408-44a3-b99c-9708d6c32d31/_workitems/edit/239242)', 'Title': 'AQ 239242 OppTypeListValues', 'PullRequestNumber': 2162, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2162'}]"
Failure,1b89af49-0310-488a-ab48-850d94d9849c,2024-02-22T21:36:59.600559Z,"[{'MergedAt': '2024-02-22T21:25:01Z', 'CreatedAt': '2024-02-22T21:16:16Z', 'AuthorUsername': 'D41174013', 'AuthorName': 'D41174013', 'Description': 'Azure DevOps work items: [AdtalemGlobalEducation/PROD-238419](https://dev.azure.com/AdtalemGlobalEducation/PROD/_workitems/edit/238419/)  \n238419-BUGFIX\n\n| Difference type | Metadata type | Name |\n| ------------- | ------------- | ------------- |\n| Different (custom selection) | Layout | Opportunity-CU Admin Layout |\n| Different (custom selection) | Layout | Opportunity-Sys Admin Opportunity Layout |\n\n\n[AB#238419](https://dev.azure.com/AdtalemGlobalEducation/7102b53c-9408-44a3-b99c-9708d6c32d31/_workitems/edit/238419)', 'Title': '238419-BUGFIX', 'PullRequestNumber': 2161, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2161'}]"
Failure,31620e74-b9ce-4999-b937-ac3fed339876,2024-02-22T20:57:02.237067Z,"[{'MergedAt': '2024-02-22T20:45:55Z', 'CreatedAt': '2024-02-22T20:35:38Z', 'AuthorUsername': 'D41174013', 'AuthorName': 'D41174013', 'Description': '238419-Fixes-adding-quickaction', 'Title': '238419-BUGFIX', 'PullRequestNumber': 2159, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2159'}]"
Success,e1025179-0caa-4896-a077-33a005bd2814,2024-02-22T20:46:11.095323Z,"[{'MergedAt': '2024-02-22T20:34:37Z', 'CreatedAt': '2024-02-22T20:30:12Z', 'AuthorUsername': 'D41244159', 'AuthorName': 'D41244159', 'Description': 'Azure DevOps work items: [AdtalemGlobalEducation/PROD-249695](https://dev.azure.com/AdtalemGlobalEducation/PROD/_workitems/edit/249695/)  \n\n\n| Difference type | Metadata type | Name |\n| ------------- | ------------- | ------------- |\n| New | Layout | SAMS_Policy_Notification__c-Policy Notification Layout |\n\n\n[AB#249695](https://dev.azure.com/AdtalemGlobalEducation/7102b53c-9408-44a3-b99c-9708d6c32d31/_workitems/edit/249695)', 'Title': 'AZ 249695 AM', 'PullRequestNumber': 2158, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2158'}]"
Failure,dfe1ae83-7b7a-4adf-aa31-48203003232b,2024-02-22T19:37:01.029732Z,"[{'MergedAt': '2024-02-22T19:15:51Z', 'CreatedAt': '2024-02-22T19:13:15Z', 'AuthorUsername': 'D41244159', 'AuthorName': 'D41244159', 'Description': 'Azure DevOps work items: [AdtalemGlobalEducation/PROD-249706](https://dev.azure.com/AdtalemGlobalEducation/PROD/_workitems/edit/249706/)  \n\n\n| Difference type | Metadata type | Name |\n| ------------- | ------------- | ------------- |\n| Different (custom selection) | Layout | ZipCode__c-ZipCode Layout |\n\n\n[AB#249706](https://dev.azure.com/AdtalemGlobalEducation/7102b53c-9408-44a3-b99c-9708d6c32d31/_workitems/edit/249706)', 'Title': 'AZ 249706 AM', 'PullRequestNumber': 2157, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2157'}]"
Failure,4c29dbea-437e-4e2c-91be-dfe139b23d55,2024-02-22T19:20:20.324229Z,"[{'MergedAt': '2024-02-22T19:01:49Z', 'CreatedAt': '2024-02-22T18:59:21Z', 'AuthorUsername': 'D41173503', 'AuthorName': 'D41173503', 'Description': 'Azure DevOps work items: [AdtalemGlobalEducation/PROD-248763](https://dev.azure.com/AdtalemGlobalEducation/PROD/_workitems/edit/248763/)  \nCU IIF and B2B Leads: Location field is always defaulting to Online though Location Preference is selected while submitting Lead\n\n| Difference type | Metadata type | Name |\n| ------------- | ------------- | ------------- |\n| Different | Apex class | AssignLeadLocation |\n\n\n[AB#248763](https://dev.azure.com/AdtalemGlobalEducation/7102b53c-9408-44a3-b99c-9708d6c32d31/_workitems/edit/248763)', 'Title': 'DE 248763 SLingamallu', 'PullRequestNumber': 2154, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2154'}, {'MergedAt': '2024-02-22T19:03:16Z', 'CreatedAt': '2024-02-22T18:58:23Z', 'AuthorUsername': 'D41275356', 'AuthorName': 'D41275356', 'Description': '', 'Title': '249480 02/22', 'PullRequestNumber': 2153, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2153'}, {'MergedAt': '2024-02-22T19:04:26Z', 'CreatedAt': '2024-02-22T19:00:23Z', 'AuthorUsername': 'D41275356', 'AuthorName': 'D41275356', 'Description': '', 'Title': '228617 02/22', 'PullRequestNumber': 2155, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2155'}, {'MergedAt': '2024-02-22T19:04:53Z', 'CreatedAt': '2024-02-22T19:02:10Z', 'AuthorUsername': 'D41227253', 'AuthorName': 'D41227253', 'Description': '', 'Title': 'Bug fix - 248826', 'PullRequestNumber': 2156, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2156'}]"
Failure,006a5bba-fd3a-41f2-a24e-2650e0851475,2024-02-22T19:04:52.476397Z,"[{'MergedAt': '2024-02-22T18:46:58Z', 'CreatedAt': '2024-02-22T18:42:11Z', 'AuthorUsername': 'D41265109', 'AuthorName': 'D41265109', 'Description': 'Azure DevOps work items: [AdtalemGlobalEducation/PROD-249471](https://dev.azure.com/AdtalemGlobalEducation/PROD/_workitems/edit/249471/)  \n249471 Opp Layout Changes\n\n| Difference type | Metadata type | Name |\n| ------------- | ------------- | ------------- |\n| Different (custom selection) | Layout | Opportunity-CU Enrollment Layout-Pending |\n\n\n[AB#249471](https://dev.azure.com/AdtalemGlobalEducation/7102b53c-9408-44a3-b99c-9708d6c32d31/_workitems/edit/249471)', 'Title': '249471 Opp Layout Changes', 'PullRequestNumber': 2152, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2152'}]"
Failure,a98aff5c-00e5-482e-b223-f01aef4cdaac,2024-02-22T18:52:05.038705Z,"[{'MergedAt': '2024-02-22T18:20:36Z', 'CreatedAt': '2024-02-22T18:18:47Z', 'AuthorUsername': 'D41266492', 'AuthorName': 'D41266492', 'Description': 'Azure DevOps work items: [AdtalemGlobalEducation/PROD-234492](https://dev.azure.com/AdtalemGlobalEducation/PROD/_workitems/edit/234492/)  \nApex page permission \n\n| Difference type | Metadata type | Name |\n| ------------- | ------------- | ------------- |\n| No difference | Profile | CU Business Admin |\n| No difference | Profile | CU Local Support Staff |\n| No difference | Profile | CU National Support Staff |\n| No difference | Profile | CU Recruitment Manager |\n| New | Apex page | MassManager__MassUpdate |\n| New | Apex page permissions | Permissions for MassManager__MassUpdate |\n\n\n[AB#234492](https://dev.azure.com/AdtalemGlobalEducation/7102b53c-9408-44a3-b99c-9708d6c32d31/_workitems/edit/234492)', 'Title': 'D234492 VP2', 'PullRequestNumber': 2151, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2151'}]"
Failure,a48f7320-f333-4163-afcf-0488ad25a655,2024-02-22T18:36:49.551443Z,"[{'MergedAt': '2024-02-22T18:03:36Z', 'CreatedAt': '2024-02-22T17:56:00Z', 'AuthorUsername': 'D41267366', 'AuthorName': 'D41267366', 'Description': 'Azure DevOps work items: [AdtalemGlobalEducation/PROD-246366](https://dev.azure.com/AdtalemGlobalEducation/PROD/_workitems/edit/246366/)  \nprovided share accesses to report folders\n\n| Difference type | Metadata type | Name |\n| ------------- | ------------- | ------------- |\n| Different | Report folder | CCN_Clinical_Compliance |\n| Different | Report folder | CCN_Nat_l_Student_Services |\n| Different | Report folder | CCN_NB |\n| Different | Report folder | CCN_Online |\n| Different | Report folder | CCN_Practicum_Application_Reports |\n\n\n[AB#246366](https://dev.azure.com/AdtalemGlobalEducation/7102b53c-9408-44a3-b99c-9708d6c32d31/_workitems/edit/246366)', 'Title': 'D246366 TY', 'PullRequestNumber': 2150, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2150'}]"
Failure,df0b90c8-f919-470e-b558-9adc7a1f9dcd,2024-02-22T17:35:35.740668Z,"[{'MergedAt': '2024-02-22T17:13:34Z', 'CreatedAt': '2024-02-22T14:39:10Z', 'AuthorUsername': 'D41272602', 'AuthorName': 'D41272602', 'Description': 'Azure DevOps work items: [AdtalemGlobalEducation/PROD-249452](https://dev.azure.com/AdtalemGlobalEducation/PROD/_workitems/edit/249452/)  \nDefect fix for 249452\n\n| Difference type | Metadata type | Name |\n| ------------- | ------------- | ------------- |\n| Different (custom selection) | Layout | Application_Documents__c-Application Documents Layout |\n\n\n[AB#249452](https://dev.azure.com/AdtalemGlobalEducation/7102b53c-9408-44a3-b99c-9708d6c32d31/_workitems/edit/249452)', 'Title': '249452 2/22', 'PullRequestNumber': 2142, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2142'}]"
Failure,f55aa2ed-825f-47cd-87f6-4a329ee52873,2024-02-22T17:24:13.973982Z,"[{'MergedAt': '2024-02-22T17:13:04Z', 'CreatedAt': '2024-02-22T17:07:43Z', 'AuthorUsername': 'D41272602', 'AuthorName': 'D41272602', 'Description': 'Azure DevOps work items: [AdtalemGlobalEducation/PROD-249715](https://dev.azure.com/AdtalemGlobalEducation/PROD/_workitems/edit/249715/)  \nFix for Defect#249715\n\n| Difference type | Metadata type | Name |\n| ------------- | ------------- | ------------- |\n| Different | Layout | Academics__c-Academics Layout |\n\n\n[AB#249715](https://dev.azure.com/AdtalemGlobalEducation/7102b53c-9408-44a3-b99c-9708d6c32d31/_workitems/edit/249715)', 'Title': '249715 2/22', 'PullRequestNumber': 2149, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2149'}]"
Failure,a7085654-2c2e-47d8-a80b-2ee6e186e4f6,2024-02-22T17:02:12.538814Z,"[{'MergedAt': '2024-02-22T16:48:44Z', 'CreatedAt': '2024-02-22T16:47:25Z', 'AuthorUsername': 'D41272462', 'AuthorName': 'D41272462', 'Description': '', 'Title': 'Flow change', 'PullRequestNumber': 2148, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2148'}]"
Success,7a45ed8b-be4d-4a5e-b782-c29e6ebb73ac,2024-02-22T16:44:06.994553Z,"[{'MergedAt': '2024-02-22T16:31:47Z', 'CreatedAt': '2024-02-22T16:25:15Z', 'AuthorUsername': 'D41270768', 'AuthorName': 'D41270768', 'Description': 'Azure DevOps work items: [AdtalemGlobalEducation/PROD-246345](https://dev.azure.com/AdtalemGlobalEducation/PROD/_workitems/edit/246345/)  \nProvided access to ASC -CHI reports\n\n| Difference type | Metadata type | Name |\n| ------------- | ------------- | ------------- |\n| New | Report folder | ASC_CHI |\n| New | Report | ASC_CHI/Accurate_SHOW_RATE_report |\n| New | Report | ASC_CHI/Apps_by_Owner_Role |\n| New | Report | ASC_CHI/Jan_23_NSR_ASC_Direct_Support |\n| New | Report | ASC_CHI/Weekly_Case_to_Lead_all_program |\n\n\n[AB#246345](https://dev.azure.com/AdtalemGlobalEducation/7102b53c-9408-44a3-b99c-9708d6c32d31/_workitems/edit/246345)', 'Title': '246345 ASC CHIreports', 'PullRequestNumber': 2147, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2147'}]"
Failure,6da119a9-a14b-4cc0-9d21-139b9e2836e1,2024-02-22T16:01:07.609162Z,"[{'MergedAt': '2024-02-22T15:47:10Z', 'CreatedAt': '2024-02-22T15:20:45Z', 'AuthorUsername': 'D41178882', 'AuthorName': 'D41178882', 'Description': '', 'Title': 'Qa+drips refactoring', 'PullRequestNumber': 2146, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2146'}]"
Success,8baa251e-c1f7-4934-9395-ed2ca5593f45,2024-02-22T15:49:57.333643Z,"[{'MergedAt': '2024-02-22T15:26:36Z', 'CreatedAt': '2024-02-22T15:09:51Z', 'AuthorUsername': 'D41272462', 'AuthorName': 'D41272462', 'Description': '', 'Title': '237984 22/2', 'PullRequestNumber': 2144, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2144'}]"
Success,5df34beb-7f49-42b6-9d0b-e89aa9fdfca0,2024-02-22T15:35:15.792313Z,"[{'MergedAt': '2024-02-22T15:22:17Z', 'CreatedAt': '2024-02-22T15:06:37Z', 'AuthorUsername': 'D41244159', 'AuthorName': 'D41244159', 'Description': 'Azure DevOps work items: [AdtalemGlobalEducation/PROD-248813](https://dev.azure.com/AdtalemGlobalEducation/PROD/_workitems/edit/248813/)  \n[AB#248813](https://dev.azure.com/AdtalemGlobalEducation/7102b53c-9408-44a3-b99c-9708d6c32d31/_workitems/edit/248813)', 'Title': 'AZ 248813 AM', 'PullRequestNumber': 2143, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2143'}]"
Failure,e99a6d9d-fa12-41b7-a618-c2d03a05ac57,2024-02-22T15:10:46.973979Z,"[{'MergedAt': '2024-02-22T14:57:42Z', 'CreatedAt': '2024-02-22T13:12:44Z', 'AuthorUsername': 'D41266650', 'AuthorName': 'D41266650', 'Description': 'student_section_relatedRecords_fix', 'Title': '238854_student_section_relatedRecords', 'PullRequestNumber': 2136, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2136'}]"
Failure,9eac88a8-28bc-43a2-bdf9-3c6c2a35d311,2024-02-22T14:48:34.330134Z,"[{'MergedAt': '2024-02-22T14:37:43Z', 'CreatedAt': '2024-02-22T13:47:24Z', 'AuthorUsername': 'D41272462', 'AuthorName': 'D41272462', 'Description': '', 'Title': '238884', 'PullRequestNumber': 2137, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2137'}]"
Success,e9e14828-6ba0-43b7-a3ee-065ed01cfc9e,2024-02-22T14:21:11.568282Z,"[{'MergedAt': '2024-02-22T13:59:58Z', 'CreatedAt': '2024-02-22T13:58:33Z', 'AuthorUsername': 'D41272462', 'AuthorName': 'D41272462', 'Description': '', 'Title': 'Update Case-CU Academic Advising.layout-meta.xml', 'PullRequestNumber': 2140, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2140'}, {'MergedAt': '2024-02-22T14:07:03Z', 'CreatedAt': '2024-02-22T13:55:51Z', 'AuthorUsername': 'D41178882', 'AuthorName': 'D41178882', 'Description': '', 'Title': '[Medtrics] 241929 Populate Course name from Banner session field', 'PullRequestNumber': 2139, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2139'}]"
Success,e19eaf70-60bd-4c6a-863d-ba1e8019e806,2024-02-22T14:09:52.48214Z,"[{'MergedAt': '2024-02-22T13:56:38Z', 'CreatedAt': '2024-02-22T13:53:41Z', 'AuthorUsername': 'D41224645', 'AuthorName': 'D41224645', 'Description': '', 'Title': 'Internal issue', 'PullRequestNumber': 2138, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2138'}]"
Success,890b2364-660d-42f4-beff-9d8a2ec656cb,2024-02-22T13:01:24.05827Z,"[{'MergedAt': '2024-02-22T12:49:52Z', 'CreatedAt': '2024-02-22T12:48:16Z', 'AuthorUsername': 'D41272462', 'AuthorName': 'D41272462', 'Description': '', 'Title': 'Flow permission', 'PullRequestNumber': 2135, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2135'}]"
Success,b5555485-e2a7-42c3-a680-a6b73a778841,2024-02-22T11:43:59.506054Z,"[{'MergedAt': '2024-02-22T11:30:15Z', 'CreatedAt': '2024-02-22T11:29:01Z', 'AuthorUsername': 'D41272462', 'AuthorName': 'D41272462', 'Description': '', 'Title': 'apex class change', 'PullRequestNumber': 2134, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2134'}]"
Success,692b74a1-c6f4-4390-82de-be6ca9376ea7,2024-02-22T11:33:36.345829Z,"[{'MergedAt': '2024-02-22T11:19:24Z', 'CreatedAt': '2024-02-22T11:18:27Z', 'AuthorUsername': 'D41224645', 'AuthorName': 'D41224645', 'Description': '', 'Title': 'Bug 208941', 'PullRequestNumber': 2133, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2133'}]"
Success,62fa4c3f-d3c2-406d-9b4d-8949c15ab7a0,2024-02-22T11:21:01.842438Z,"[{'MergedAt': '2024-02-22T11:09:58Z', 'CreatedAt': '2024-02-22T11:06:59Z', 'AuthorUsername': 'D41272462', 'AuthorName': 'D41272462', 'Description': '', 'Title': 'Layout property change', 'PullRequestNumber': 2132, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2132'}]"
Success,14767742-105e-48b9-93e5-a1c9c359d70c,2024-02-22T11:04:33.868773Z,"[{'MergedAt': '2024-02-22T10:44:42Z', 'CreatedAt': '2024-02-22T10:40:28Z', 'AuthorUsername': 'D41279720', 'AuthorName': 'D41279720', 'Description': '246426---Case-CU-Admission-orApplicationDecision\nadded additional CU Profile permissions', 'Title': '246426   Case CU Admission orApplicationDecision', 'PullRequestNumber': 2131, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2131'}]"
Failure,a2cde93b-aaca-4fe7-93ed-69ad88416682,2024-02-22T10:49:17.532073Z,"[{'MergedAt': '2024-02-22T10:37:51Z', 'CreatedAt': '2024-02-22T10:17:35Z', 'AuthorUsername': 'D41272462', 'AuthorName': 'D41272462', 'Description': '', 'Title': '249195', 'PullRequestNumber': 2130, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2130'}]"
Success,c5c26948-8918-4628-a7d8-6e8c15611187,2024-02-22T10:06:16.15095Z,"[{'MergedAt': '2024-02-22T09:54:49Z', 'CreatedAt': '2024-02-22T09:53:19Z', 'AuthorUsername': 'D41272462', 'AuthorName': 'D41272462', 'Description': '', 'Title': '249195', 'PullRequestNumber': 2129, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2129'}]"
Success,a9fa3383-6241-4e8d-8e15-d3569f79909b,2024-02-22T09:31:44.866583Z,"[{'MergedAt': '2024-02-22T09:20:37Z', 'CreatedAt': '2024-02-21T11:52:58Z', 'AuthorUsername': 'D41266648', 'AuthorName': 'D41266648', 'Description': 'opportunity layout updates', 'Title': '248762_opp Management', 'PullRequestNumber': 2102, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2102'}]"
Failure,73e7c958-759b-4dd7-a354-e249d37f8867,2024-02-22T08:53:03.031623Z,"[{'MergedAt': '2024-02-22T08:40:41Z', 'CreatedAt': '2024-02-22T07:43:21Z', 'AuthorUsername': 'D41272462', 'AuthorName': 'D41272462', 'Description': '', 'Title': '237984', 'PullRequestNumber': 2127, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2127'}]"
Success,f2445bfa-8881-493b-80f2-3193dc2ae084,2024-02-21T22:39:40.864864Z,"[{'MergedAt': '2024-02-21T22:00:09Z', 'CreatedAt': '2024-02-21T21:47:15Z', 'AuthorUsername': 'D41227253', 'AuthorName': 'D41227253', 'Description': '', 'Title': 'Delete field branch again 02/22', 'PullRequestNumber': 2124, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2124'}, {'MergedAt': '2024-02-21T22:07:25Z', 'CreatedAt': '2024-02-21T22:05:55Z', 'AuthorUsername': 'D41275356', 'AuthorName': 'D41275356', 'Description': '', 'Title': '237984 02/21 2', 'PullRequestNumber': 2125, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2125'}, {'MergedAt': '2024-02-21T22:19:01Z', 'CreatedAt': '2024-02-21T22:16:53Z', 'AuthorUsername': 'D41227253', 'AuthorName': 'D41227253', 'Description': '', 'Title': 'Bug fix 246379', 'PullRequestNumber': 2126, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2126'}]"
Success,64c54f99-ef65-44da-90da-7272c54ce79e,2024-02-21T20:56:15.421638Z,"[{'MergedAt': '2024-02-21T20:43:01Z', 'CreatedAt': '2024-02-21T20:38:56Z', 'AuthorUsername': 'D41227253', 'AuthorName': 'D41227253', 'Description': '', 'Title': 'Deleting unncessary components', 'PullRequestNumber': 2122, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2122'}]"
Success,cc0f0a1e-c58b-48c5-9b19-22acd10c3f5b,2024-02-21T19:05:29.146432Z,"[{'MergedAt': '2024-02-21T18:43:04Z', 'CreatedAt': '2024-02-21T18:41:56Z', 'AuthorUsername': 'D41275356', 'AuthorName': 'D41275356', 'Description': '', 'Title': '237984 02/21', 'PullRequestNumber': 2120, 'Url': 'https://github.com/DeVryEducationGroup/SFDC-ATGE/pull/2120'}]"
